comments,sentiments,compound
Biden and his son collected kickbacks worth 2billion dollars from China when he was VP. ,pos,0.2263
Obama collected Nigeria dirty money from Bubu for Hillary presidential campaign.,neg,-0.4404
"In Oshiomole's voice ""go and die"".",neu,0.0
"You sound senile to be honest. Trump spent all his time degrading you and blacks in general. Well, you definitely don't know better.",pos,0.2249
Oya TRUMP supporters come and see ooo!,pos,0.4926
I can see your stupidity from afar.,neg,-0.4404
"stop tribal bigotry, yet you are slaves to illiterate aboki, do you have anybody like okonjo iweala, stupid person",neg,-0.4767
"How has the ones we invited home before fared? Please, let the innocent brilliant man dey hin dey.",pos,0.8176
It's people like you who might commit suicide once Biden is elected. ,neg,-0.2023
Stop being delusional and stop carrying this election on your head like your entire life depends on it.,neg,-0.2263
You should Shut the fuccck up!  ,neu,0.0
Na Seun I blame for allowing you ingrates a free reign on this site,pos,0.2263
Your okinjo iweala that politicians were pushing around and ended up borrowing money to pay federal government workers salaries in times of highest oil prices?  ,neg,-0.1027
"If I slap you, they will hear in Aba!!",pos,0.2924
Yorubas always making Nigeria proud since 1960...,pos,0.4767
"If he comes home, the mould at home will stain his white linen.",neu,0.0
"You have started again... Just say ""yoruba amaka "" and move on ",neu,0.0
When do we ever get to hear Hausa Fulani man appointed overseas as a technocrat,neu,0.0
"It's always Igbo, Yoruba and a couple of Niger Deltans",neu,0.0
Why?,neu,0.0
YES WE ARE PROUD AND INTELLIGENT BUT DON'T TELL US. WE DIDN'T ASK YOU.  ,pos,0.5994
You useless Fulani mongrel paid agents think you can be coming on here to be jamming Igbo and Yoruba heads together everytime abi?,neg,-0.4215
Like we are that stupid to you,neg,-0.2263
Nice one! Humanity should be put first before Any other thing. ,pos,0.4753
"God knows why he joined us together on Earth. If he didn't want This, some would have been in Mars, Jupiter, Saturn, Uranus......... Humanity first!",pos,0.2892
...Biden just deceiving himself.,neg,-0.34
He went to UC Berkeley and Yale University. Prospective Nigerian migrants should take note.,neu,0.0
Biden does not need you to like him.,pos,0.3612
Many Nigerians like him I like him supported him and happy he won.,pos,0.9287
You don't know what facts are in regards to this so sit down somewhere and observe.,neu,0.0
Weldone Mr president elect ,neu,0.0
Receive sense.,neu,0.0
table shaker,neu,0.0
Please there is nothing concerned Yoruba with Amaka.,pos,0.3182
"Amaka won't just disappoint, she will make you confused as well",pos,0.2635
"And how does that transcend in our lives?. Majority of our race are living in abject poverty, while the so called Yoruba leaders live large with fat cheek. We are intelligent, yet we don't love ourselves, hence our lives. We need a common front to actualize our purpose in a complex and acrimonious marriage called nigeria, hence the circle continues. #yorubaronu",neg,-0.7482
Hehehe intelligent indeed,pos,0.4588
usa is destroyed. scammers has taken over,neg,-0.4939
You are the one deceiving yourself ,neg,-0.34
This guy's profile has been growing over the years. I took note when he was made the head of The Obama Foundation. 38 years old or so.,pos,0.1779
Trash.,neu,0.0
Wait and see how electoral college will vote in favour of trumph.,pos,0.4404
NO DOUBT THAT YORUBAS ARE INTELLIGENT BUT YOUR STATEMENT IS (DIVIDE AND RULE) BASED STATEMENT. MY CURRENT JOB ON NAIRALAND IS TO LET MY FELLOW SOUTHERNERS UNDERSTAND HOW THE NORTHERNERS ARE MANIPULATING WE THE SO CALLED ,neg,-0.5574
EDUCATED SOUTHERNERS ,neu,0.0
U never giveup? sorry,pos,0.0572
  Biden has won.,pos,0.5719
The democrats have already selected democrats as electors in states Biden won to vote him in the electoral college on December 14th and outgoing vice president will read it out loud and confirm the victory of Joseph R.Biden and Kamala D.Harris as president and vice president of the United states of America.The democrats have already selected electors in the 25+plus DC and NE2 won by Biden.The democratic electors will not vote Trump so Biden will cross 270.,pos,0.9081
Nice appointment.,pos,0.4215
"Dear God, in my next life, I want to be a Yoruba.",pos,0.6124
"CNN presented a hypothetical path that could lead to a Trump victory. It is just a theory and nothing else. Biden has been elected president and he will take over on 20th January, 2021. Stop deluding yourself about the possibility of Donald Trump winning the election. He lost woefully already.",neg,-0.4215
Is better the idiot concede now or be disgrace later please dont quote me.,neg,-0.3182
IT WONT CHANGE ANYTHING HERE PLEASE,pos,0.3182
you want to start your own?,pos,0.0772
Imagine such complements coming from from an illiterate snake.,neu,0.0
Biden is not an idiot Trump is ,pos,0.4023
  go and tell Trump to concede now because the next attorney general will not pardon Trump and his enablers ,neg,-0.2411
I see what you did there. ,neu,0.0
Talking from which statistics?,neu,0.0
Congrat brother! Why is it we can't hear fulani man being appointed to any position in other country of the world?,neu,0.0
Undertone? ,neu,0.0
Trump appointed an open racist and white supremacist into the Whitehouse. They didn't even try to hide it.,neg,-0.6369
"I was going to say this, but since you said it already, she can take another fk",neu,0.0
Why Northerners no de ever achieve this kind feat in Western countries? Nigeria no be meritorious society?,pos,0.6199
 you are just having high blood pressure on top of this matter.,neg,-0.0772
 too much ignorance is worrying you.,neg,-0.5994
your CNN projected it now.,neu,0.0
Stop hating,neg,-0.6705
this man will become a DIRTY politician!,neg,-0.6027
Good,pos,0.4404
the moniker no abuse you but you didn't take any chance to throw insult because he/she is a Fulani.,neg,-0.8677
the first 2 lines of your comment is sensible but the rest are pure thrash manufactured out of pure hatred . because I didn't see anything in that comment that warrant the trash you vomited.,neg,-0.7783
every tribe on nairaland is guilty of over emphasising petty things to appear superior to others.,neu,-0.0258
I doubt your Yorubaness sef there are other things I noticed. you shouldn't be impersonating to prove point.,neg,-0.3612
"All these are just nonsense, those people have little to zero connection with the leadership back home, this a shame for Nigeria and its leadership.",neg,-0.745
"A country where the best brains are being shipped out of the country, like on a rescue mission and put to good use in other country doesn't look like it is going to progress any time soon. ",pos,0.9531
It just shows that the caliber of people leading us are actually daft!,neu,0.0
"They are employing foreign hands to build their nation, can the people celebrating the tell me about slavery again?",neg,-0.2732
Africa is just full of low IQ people,neg,-0.2732
That's nice. I wish Trumps appointments were diversified like this.,pos,0.7906
You are probably uninformed do you know of Umar Farouk?,neu,0.0
I swear you are not Yoruba. Real Yoruba don't brag,neg,-0.0516
I know right but a childish girl like you can never fall in that category. You'll keep kicking the ass of APC. Only a stupid and useless person will keep lying that this government is working. Grow up Yenefer,neg,-0.9595
